Transaction_Amount,Category,Preferred_Payment_Method,Last_Used_Credit_Card_Days,Last_Used_UPI_Days,UPI_Usage_Count,Card_Usage_Count,Wallet_Usage_Count,EMI_Usage_Count,Bank_Offer_Active,Bank_Name,Is_High_Value,Failure_Rate_Last10,Time_of_Day,Recommended_Payment_Method
21891.64,Electronics,EMI,44,51,19,28,24,6,0,Kotak,1,0.0,Evening,EMI
40905.9,Grocery,Credit Card,43,28,0,22,3,1,0,Axis,1,0.15,Afternoon,Credit Card
27934.21,Fashion,Debit Card,38,8,1,3,13,0,1,ICICI,1,0.02,Night,Debit Card
42571.66,Travel,Debit Card,52,24,12,13,11,1,1,Kotak,1,0.06,Morning,Credit Card
25365.83,Fashion,UPI,24,20,24,8,16,8,0,SBI,1,0.27,Evening,EMI
33255.08,Electronics,Debit Card,0,35,7,27,16,9,0,HDFC,1,0.2,Afternoon,EMI
32839.44,Travel,Debit Card,24,56,12,12,11,2,1,Axis,1,0.14,Night,Credit Card
17946.3,Grocery,UPI,19,27,22,23,19,9,1,HDFC,1,0.46,Night,Credit Card
16537.86,Grocery,Debit Card,19,47,29,2,15,5,1,ICICI,1,0.01,Afternoon,EMI
4575.53,Travel,UPI,17,38,22,17,28,5,0,Axis,0,0.04,Night,UPI
13329.19,Grocery,Wallet,52,44,24,4,28,5,1,ICICI,1,0.29,Evening,EMI
41887.66,Fashion,Debit Card,48,44,17,19,25,4,0,HDFC,1,0.47,Afternoon,EMI
45840.01,Travel,UPI,34,56,15,1,26,0,0,HDFC,1,0.22,Night,UPI
42628.35,Grocery,Debit Card,15,58,19,9,26,6,0,Kotak,1,0.49,Evening,EMI
10154.87,Electronics,Debit Card,9,8,6,11,0,7,0,HDFC,1,0.33,Afternoon,EMI
28295.58,Electronics,Debit Card,28,21,22,25,25,0,0,SBI,1,0.42,Morning,Debit Card
18288.29,Grocery,EMI,13,44,29,12,25,7,1,HDFC,1,0.03,Evening,Credit Card
44905.51,Grocery,Debit Card,11,22,27,18,15,1,0,ICICI,1,0.1,Morning,UPI
29744.31,Grocery,Wallet,53,58,2,16,27,7,0,Kotak,1,0.42,Evening,EMI
35292.33,Grocery,Credit Card,6,7,7,21,23,6,0,Axis,1,0.09,Evening,EMI
24442.58,Grocery,UPI,41,45,14,9,8,9,0,HDFC,1,0.48,Morning,EMI
47154.41,Grocery,Credit Card,4,38,5,29,1,7,0,SBI,1,0.13,Morning,EMI
1087.22,Fashion,Credit Card,16,58,24,13,7,7,0,Axis,0,0.22,Evening,Wallet
27800.11,Grocery,Wallet,48,11,19,1,23,0,1,SBI,1,0.36,Afternoon,Debit Card
45882.01,Travel,Wallet,45,27,19,21,9,3,1,Axis,1,0.22,Afternoon,Credit Card
48612.65,Fashion,UPI,15,21,14,16,0,8,1,HDFC,1,0.05,Evening,Credit Card
16625.38,Utilities,Credit Card,34,43,22,18,14,2,0,Kotak,1,0.19,Afternoon,UPI
26128.65,Travel,Debit Card,41,12,17,27,9,1,0,SBI,1,0.2,Evening,Debit Card
44766.69,Fashion,UPI,16,1,14,22,23,5,0,SBI,1,0.48,Night,EMI
27184.05,Electronics,EMI,53,51,26,19,17,2,0,HDFC,1,0.42,Afternoon,Debit Card
6269.01,Fashion,UPI,10,45,26,10,28,2,1,HDFC,0,0.14,Night,UPI
35344.4,Fashion,Debit Card,6,20,0,4,11,6,0,SBI,1,0.13,Evening,EMI
48945.43,Grocery,Wallet,37,15,14,1,12,7,1,HDFC,1,0.01,Night,EMI
9113.36,Grocery,Wallet,20,1,3,28,21,0,1,ICICI,0,0.29,Morning,Credit Card
16143.08,Utilities,Wallet,35,32,28,24,29,7,1,ICICI,1,0.36,Afternoon,Credit Card
35296.35,Utilities,Debit Card,59,25,19,9,28,5,0,Axis,1,0.12,Morning,EMI
20680.59,Grocery,UPI,16,44,14,10,6,0,1,SBI,1,0.42,Night,Debit Card
17798.03,Fashion,Wallet,29,13,21,27,17,8,0,ICICI,1,0.33,Night,EMI
15233.45,Fashion,UPI,25,50,10,5,18,6,0,ICICI,1,0.29,Night,EMI
21053.88,Electronics,EMI,20,43,2,8,11,7,0,SBI,1,0.27,Morning,EMI
34424.26,Travel,Wallet,55,40,20,25,23,4,0,Axis,1,0.36,Afternoon,EMI
21796.6,Electronics,EMI,29,3,1,22,22,8,0,Kotak,1,0.41,Morning,EMI
32280.74,Utilities,EMI,2,47,29,24,29,6,0,ICICI,1,0.04,Morning,EMI
11360.41,Travel,Wallet,55,44,24,20,22,9,0,ICICI,1,0.38,Morning,EMI
48147.7,Grocery,EMI,9,18,2,21,6,6,0,Kotak,1,0.24,Evening,EMI
8946.05,Electronics,Wallet,1,14,9,20,14,1,1,Axis,0,0.03,Morning,Debit Card
1728.47,Fashion,UPI,43,57,9,9,3,1,0,SBI,0,0.04,Afternoon,UPI
261.12,Grocery,Wallet,52,20,12,1,14,2,1,Axis,0,0.13,Afternoon,UPI
27095.5,Electronics,Credit Card,40,19,19,3,10,8,1,ICICI,1,0.2,Evening,EMI
47563.24,Grocery,EMI,5,17,21,16,20,7,0,Kotak,1,0.1,Morning,EMI
42229.02,Fashion,EMI,35,44,23,0,18,3,0,SBI,1,0.08,Morning,EMI
31257.71,Fashion,Credit Card,12,6,2,11,25,1,0,HDFC,1,0.37,Afternoon,Debit Card
3586.75,Fashion,EMI,18,43,29,13,12,4,0,ICICI,0,0.43,Night,Debit Card
36074.83,Fashion,Debit Card,8,19,15,26,19,3,0,HDFC,1,0.09,Afternoon,EMI
49127.12,Travel,Credit Card,21,22,0,23,19,0,1,ICICI,1,0.34,Morning,Credit Card
14986.24,Grocery,Debit Card,41,30,6,14,13,3,1,ICICI,1,0.42,Night,Credit Card
28493.52,Fashion,Debit Card,42,54,1,14,18,1,0,Axis,1,0.13,Night,Debit Card
46541.54,Utilities,Credit Card,54,41,12,5,3,4,0,Kotak,1,0.34,Morning,EMI
34766.91,Electronics,Debit Card,36,24,4,0,20,8,1,SBI,1,0.3,Morning,EMI
11220.7,Fashion,Debit Card,49,40,4,10,28,0,1,ICICI,1,0.43,Morning,Debit Card
17122.62,Travel,Credit Card,29,28,28,18,13,9,0,SBI,1,0.22,Afternoon,EMI
39360.86,Utilities,EMI,43,12,5,13,14,1,0,SBI,1,0.35,Afternoon,Debit Card
49209.23,Electronics,UPI,36,39,19,12,6,8,1,ICICI,1,0.33,Night,Credit Card
32441.29,Utilities,UPI,27,20,4,22,14,9,0,HDFC,1,0.42,Evening,EMI
29075.39,Electronics,Wallet,43,23,19,14,4,9,0,ICICI,1,0.39,Morning,EMI
5232.52,Utilities,EMI,8,1,21,27,11,4,1,ICICI,0,0.31,Night,Credit Card
6625.52,Fashion,UPI,8,15,1,0,24,8,0,Axis,0,0.45,Afternoon,Debit Card
41441.48,Grocery,EMI,9,22,21,18,17,7,0,HDFC,1,0.26,Night,EMI
47660.29,Grocery,EMI,59,15,12,20,5,8,0,HDFC,1,0.3,Morning,EMI
32203.57,Travel,Wallet,13,56,1,1,19,9,0,ICICI,1,0.45,Afternoon,EMI
24782.92,Grocery,UPI,50,56,22,18,2,2,0,Kotak,1,0.1,Afternoon,Wallet
15923.98,Travel,UPI,20,28,4,4,24,4,0,SBI,1,0.2,Night,EMI
32675.69,Grocery,Wallet,33,37,8,16,18,5,1,Axis,1,0.25,Night,Credit Card
8823.67,Electronics,UPI,37,27,24,8,8,8,0,SBI,0,0.08,Afternoon,UPI
42385.33,Travel,EMI,56,16,25,22,25,4,0,Axis,1,0.3,Night,EMI
49099.88,Electronics,Wallet,9,51,5,3,0,5,0,SBI,1,0.22,Evening,EMI
1175.79,Travel,EMI,41,8,16,10,26,5,0,HDFC,0,0.19,Evening,UPI
21915.7,Grocery,UPI,19,33,2,19,2,5,0,SBI,1,0.35,Evening,EMI
26579.82,Fashion,UPI,43,0,0,17,9,7,0,HDFC,1,0.47,Afternoon,EMI
41376.07,Electronics,Credit Card,31,40,3,26,24,0,0,Axis,1,0.22,Afternoon,Credit Card
40583.35,Travel,Wallet,20,47,26,8,21,5,0,Kotak,1,0.06,Morning,EMI
11017.87,Grocery,Debit Card,21,46,4,2,14,3,0,SBI,1,0.34,Morning,EMI
49203.02,Grocery,EMI,14,49,29,17,7,6,0,SBI,1,0.22,Night,EMI
29872.13,Utilities,Wallet,51,57,16,24,5,4,0,HDFC,1,0.5,Afternoon,EMI
27665.52,Electronics,Debit Card,34,59,6,19,13,5,0,HDFC,1,0.05,Afternoon,EMI
11290.18,Fashion,Wallet,12,37,16,11,27,7,0,Axis,1,0.19,Evening,Debit Card
47681.15,Electronics,EMI,29,11,10,23,28,2,0,ICICI,1,0.36,Afternoon,Debit Card
15119.65,Utilities,EMI,31,56,25,2,16,1,1,Kotak,1,0.3,Morning,EMI
3365.1,Electronics,UPI,39,48,26,10,15,5,0,ICICI,0,0.1,Afternoon,UPI
11959.94,Utilities,Credit Card,14,12,3,28,13,7,0,HDFC,1,0.01,Morning,EMI
25156.69,Fashion,UPI,41,31,4,4,14,0,0,ICICI,1,0.18,Afternoon,UPI
14260.61,Fashion,Wallet,52,30,1,2,23,9,0,HDFC,1,0.27,Morning,EMI
41219.16,Travel,Debit Card,8,25,13,25,5,0,0,ICICI,1,0.23,Afternoon,Debit Card
26310.31,Electronics,UPI,31,20,13,7,6,3,0,ICICI,1,0.36,Afternoon,EMI
1269.4,Fashion,Credit Card,14,15,11,11,27,3,1,ICICI,0,0.0,Morning,Credit Card
10466.07,Travel,Credit Card,11,20,26,22,9,8,1,HDFC,1,0.35,Night,Credit Card
27661.96,Travel,UPI,6,53,8,5,29,5,0,Axis,1,0.24,Afternoon,EMI
23834.17,Utilities,UPI,23,23,26,16,8,1,0,ICICI,1,0.31,Morning,Debit Card
12778.54,Utilities,Credit Card,56,4,16,8,25,6,0,Axis,1,0.44,Morning,EMI
5129.35,Utilities,EMI,6,19,12,1,25,2,1,Kotak,0,0.25,Evening,Wallet
14299.75,Utilities,Wallet,19,28,15,23,29,7,0,ICICI,1,0.38,Morning,EMI
36173.27,Electronics,UPI,48,7,0,21,20,9,0,SBI,1,0.25,Afternoon,EMI
44795.42,Electronics,Debit Card,12,34,11,14,21,6,0,HDFC,1,0.37,Morning,EMI
36474.29,Utilities,UPI,2,35,10,9,7,8,0,Axis,1,0.3,Morning,EMI
7354.97,Utilities,Credit Card,32,22,13,18,0,6,0,SBI,0,0.39,Evening,Debit Card
246.29,Electronics,EMI,15,57,13,20,10,8,0,Kotak,0,0.11,Evening,Wallet
40360.44,Electronics,Credit Card,17,10,5,18,1,5,0,ICICI,1,0.02,Night,EMI
6096.21,Electronics,EMI,11,47,28,18,1,4,0,SBI,0,0.21,Morning,EMI
12000.81,Electronics,EMI,5,34,24,20,14,0,1,HDFC,1,0.23,Evening,Credit Card
46419.42,Fashion,Debit Card,25,5,9,16,13,2,1,SBI,1,0.2,Evening,Credit Card
22425.03,Utilities,EMI,55,36,5,17,11,4,0,Axis,1,0.29,Afternoon,EMI
34691.28,Travel,Wallet,45,36,6,16,22,8,1,SBI,1,0.1,Evening,Credit Card
3887.69,Utilities,UPI,7,45,12,26,22,9,1,Kotak,0,0.24,Afternoon,Credit Card
17951.89,Utilities,Wallet,5,15,24,12,9,3,1,Axis,1,0.14,Morning,Credit Card
41402.21,Grocery,Wallet,33,28,9,24,19,6,1,Axis,1,0.34,Morning,Credit Card
21059.86,Travel,EMI,52,34,23,21,14,3,0,Axis,1,0.03,Afternoon,EMI
38746.03,Utilities,Credit Card,40,35,24,12,9,7,1,Kotak,1,0.33,Evening,Credit Card
45338.95,Utilities,UPI,11,30,12,14,14,1,0,ICICI,1,0.43,Night,Debit Card
29583.12,Utilities,Wallet,33,36,2,2,0,2,0,Kotak,1,0.22,Afternoon,Wallet
15430.83,Electronics,Debit Card,19,37,12,28,20,9,0,SBI,1,0.25,Night,EMI
33071.99,Grocery,Wallet,41,51,21,4,1,0,1,HDFC,1,0.41,Afternoon,Debit Card
32917.9,Travel,EMI,47,50,29,8,0,1,0,Axis,1,0.17,Evening,UPI
12456.82,Electronics,Credit Card,1,42,17,10,13,0,1,ICICI,1,0.13,Afternoon,UPI
37216.53,Fashion,Wallet,41,53,7,22,6,1,0,HDFC,1,0.07,Evening,Wallet
48202.48,Fashion,Wallet,4,18,1,10,22,7,1,Axis,1,0.05,Afternoon,EMI
30843.5,Utilities,Wallet,59,34,26,12,13,0,0,ICICI,1,0.1,Afternoon,UPI
44836.67,Electronics,Debit Card,26,53,14,18,20,0,1,HDFC,1,0.4,Morning,Credit Card
2532.66,Utilities,Wallet,17,20,27,7,18,0,0,HDFC,0,0.15,Evening,UPI
11640.82,Grocery,UPI,58,13,0,8,22,4,0,SBI,1,0.3,Afternoon,EMI
42318.75,Fashion,EMI,58,46,3,19,10,1,1,ICICI,1,0.3,Morning,Credit Card
32634.11,Travel,Wallet,54,3,18,8,11,2,0,Kotak,1,0.06,Night,UPI
2195.22,Grocery,Wallet,52,39,24,28,19,1,1,SBI,0,0.38,Night,Credit Card
17606.95,Electronics,Debit Card,5,49,16,17,23,4,0,Axis,1,0.45,Evening,EMI
26961.8,Utilities,EMI,6,18,0,0,0,6,0,Kotak,1,0.2,Night,EMI
33613.45,Travel,EMI,9,7,20,8,18,1,0,Axis,1,0.2,Morning,EMI
26523.57,Grocery,Wallet,37,11,2,7,28,5,0,Kotak,1,0.17,Afternoon,EMI
22401.97,Electronics,UPI,14,45,0,25,11,3,1,SBI,1,0.07,Afternoon,Credit Card
32860.14,Utilities,EMI,52,32,12,29,2,7,0,ICICI,1,0.39,Night,EMI
28226.76,Grocery,UPI,54,20,20,27,28,9,1,SBI,1,0.02,Afternoon,Credit Card
11326.37,Grocery,EMI,10,54,16,20,13,5,1,HDFC,1,0.13,Afternoon,Credit Card
38636.61,Utilities,UPI,30,43,22,11,23,3,0,Axis,1,0.04,Evening,EMI
21716.02,Travel,Credit Card,22,52,28,11,3,2,0,SBI,1,0.46,Morning,Debit Card
6078.94,Electronics,Debit Card,12,55,2,26,10,4,0,HDFC,0,0.2,Night,Debit Card
36407.28,Grocery,EMI,49,9,25,19,26,5,0,HDFC,1,0.36,Morning,EMI
22931.37,Travel,Wallet,11,12,11,11,5,2,0,ICICI,1,0.34,Afternoon,Debit Card
4692.62,Travel,Credit Card,27,3,15,17,3,7,0,SBI,0,0.07,Night,Credit Card
32823.77,Electronics,EMI,3,35,12,18,15,9,1,ICICI,1,0.15,Morning,Credit Card
23373.23,Electronics,EMI,24,33,5,23,7,0,0,HDFC,1,0.13,Night,EMI
45300.17,Travel,Wallet,18,40,2,17,0,0,0,HDFC,1,0.41,Night,Debit Card
5206.54,Fashion,Wallet,8,51,15,4,14,0,0,Kotak,0,0.02,Evening,UPI
28737.42,Travel,Wallet,50,22,8,10,3,7,0,SBI,1,0.07,Night,EMI
45206.81,Travel,EMI,29,17,11,11,20,7,0,HDFC,1,0.21,Evening,EMI
27516.64,Grocery,Credit Card,23,41,26,18,16,1,1,HDFC,1,0.44,Night,Credit Card
29338.02,Electronics,UPI,32,3,5,21,3,7,0,SBI,1,0.1,Night,EMI
35425.33,Fashion,Wallet,38,41,14,22,12,6,1,SBI,1,0.13,Morning,Credit Card
8577.33,Travel,EMI,13,31,8,21,5,2,0,Kotak,0,0.2,Morning,EMI
1308.87,Electronics,Wallet,20,2,2,5,21,4,0,HDFC,0,0.14,Night,Wallet
39186.12,Grocery,Debit Card,12,30,1,29,27,8,0,Axis,1,0.5,Afternoon,EMI
18304.31,Electronics,Wallet,50,53,16,29,25,3,0,ICICI,1,0.01,Morning,EMI
17176.91,Grocery,EMI,41,50,5,10,15,9,0,Axis,1,0.15,Evening,EMI
895.64,Fashion,Wallet,7,40,15,13,23,5,1,ICICI,0,0.18,Night,Credit Card
6919.98,Electronics,Wallet,51,34,19,27,24,3,0,Kotak,0,0.47,Evening,Debit Card
33042.52,Travel,Wallet,17,47,0,28,16,4,0,ICICI,1,0.4,Night,EMI
49344.85,Travel,EMI,58,24,18,27,15,1,0,HDFC,1,0.03,Morning,EMI
2433.26,Grocery,EMI,30,0,8,28,9,4,0,Kotak,0,0.29,Morning,EMI
15184.56,Utilities,EMI,22,38,27,28,25,7,0,ICICI,1,0.41,Morning,EMI
23378.67,Electronics,Credit Card,27,34,9,14,11,1,1,HDFC,1,0.3,Night,Credit Card
35093.88,Electronics,Wallet,45,0,22,3,6,8,1,Axis,1,0.07,Evening,EMI
15590.58,Grocery,Credit Card,33,7,19,22,25,1,0,HDFC,1,0.11,Night,Credit Card
27740.25,Grocery,Credit Card,24,7,7,13,19,0,0,Axis,1,0.11,Morning,Credit Card
35938.45,Grocery,UPI,34,51,0,18,16,3,0,Axis,1,0.18,Evening,EMI
2128.78,Fashion,EMI,16,10,21,7,9,9,1,HDFC,0,0.08,Morning,UPI
15966.89,Fashion,EMI,24,41,9,25,25,4,0,HDFC,1,0.32,Afternoon,EMI
9767.34,Utilities,Credit Card,57,24,11,3,17,9,0,Kotak,0,0.16,Evening,UPI
38970.23,Fashion,Debit Card,29,56,29,8,6,4,0,Kotak,1,0.25,Evening,EMI
30483.69,Travel,Credit Card,3,50,5,5,8,3,0,SBI,1,0.36,Night,EMI
35738.36,Grocery,EMI,9,13,27,23,1,7,0,Kotak,1,0.27,Morning,EMI
15355.19,Grocery,Wallet,6,43,5,2,29,4,0,SBI,1,0.23,Afternoon,EMI
33660.88,Travel,Credit Card,55,11,24,28,23,1,0,ICICI,1,0.36,Evening,Debit Card
42546.6,Fashion,UPI,53,14,3,24,15,3,1,Axis,1,0.25,Evening,Credit Card
38400.45,Electronics,EMI,34,39,6,12,9,0,0,ICICI,1,0.12,Evening,EMI
21616.69,Travel,UPI,29,35,14,17,24,7,1,SBI,1,0.06,Night,Credit Card
13825.26,Utilities,Credit Card,8,9,21,26,24,0,0,HDFC,1,0.41,Afternoon,Debit Card
7426.98,Grocery,Wallet,23,0,10,10,25,9,0,HDFC,0,0.15,Morning,Wallet
24644.25,Travel,Wallet,40,16,24,13,18,7,0,ICICI,1,0.09,Evening,EMI
1703.79,Fashion,Debit Card,17,0,4,20,11,2,0,HDFC,0,0.1,Afternoon,Wallet
29226.41,Travel,Debit Card,37,11,24,12,23,7,0,SBI,1,0.35,Afternoon,EMI
22866.78,Electronics,Debit Card,53,59,25,5,14,7,1,Axis,1,0.18,Afternoon,UPI
17531.86,Travel,Credit Card,13,2,10,12,2,6,1,HDFC,1,0.33,Night,Credit Card
585.24,Travel,Wallet,4,44,22,26,10,0,0,Kotak,0,0.41,Evening,Debit Card
19376.15,Travel,UPI,19,23,19,29,14,9,0,Kotak,1,0.43,Night,EMI
43912.03,Fashion,Debit Card,51,29,22,5,12,2,1,Kotak,1,0.22,Night,Debit Card
13220.22,Grocery,Debit Card,2,4,24,13,7,8,0,HDFC,1,0.4,Afternoon,EMI
34482.86,Electronics,Wallet,3,48,14,26,17,7,0,Axis,1,0.31,Afternoon,EMI
28108.69,Fashion,UPI,18,29,11,4,27,7,0,Axis,1,0.32,Night,EMI
27910.28,Electronics,UPI,36,15,8,0,4,0,0,ICICI,1,0.19,Afternoon,UPI
24951.32,Travel,Wallet,43,13,6,6,18,5,0,ICICI,1,0.16,Night,EMI
4087.97,Utilities,UPI,35,15,3,23,12,0,0,Axis,0,0.33,Afternoon,Debit Card
34461.76,Electronics,Wallet,9,28,23,26,11,8,0,ICICI,1,0.49,Evening,UPI
7703.1,Grocery,Debit Card,36,7,10,4,20,7,0,ICICI,0,0.27,Afternoon,Debit Card
28501.02,Grocery,Debit Card,25,11,18,24,18,2,0,HDFC,1,0.34,Afternoon,Debit Card
9042.31,Electronics,Wallet,7,5,27,10,27,8,1,ICICI,0,0.21,Afternoon,Wallet
20791.67,Grocery,Wallet,57,10,14,22,21,4,0,SBI,1,0.29,Evening,EMI
35254.41,Electronics,UPI,22,42,28,5,5,4,1,Kotak,1,0.16,Morning,EMI
39557.5,Fashion,Debit Card,15,48,28,27,26,3,0,SBI,1,0.1,Afternoon,EMI
49574.91,Fashion,EMI,22,18,9,19,2,8,1,SBI,1,0.46,Afternoon,Credit Card
4269.25,Electronics,Credit Card,9,49,4,4,6,3,0,SBI,0,0.14,Afternoon,Credit Card
49188.59,Fashion,UPI,47,1,4,9,9,8,1,Kotak,1,0.27,Evening,EMI
49490.31,Utilities,Wallet,44,44,28,1,25,4,0,SBI,1,0.0,Morning,EMI
38487.32,Electronics,EMI,17,7,27,20,22,3,1,Axis,1,0.36,Morning,Credit Card
8519.16,Fashion,Wallet,15,34,22,3,0,7,0,SBI,0,0.34,Morning,Debit Card
38739.77,Travel,EMI,56,12,26,18,12,2,0,SBI,1,0.35,Morning,Debit Card
22078.68,Fashion,Wallet,47,40,16,22,26,8,0,SBI,1,0.14,Afternoon,EMI
37263.96,Travel,EMI,13,14,18,4,11,2,0,Kotak,1,0.2,Morning,EMI
41728.59,Grocery,Wallet,22,46,14,10,29,5,1,HDFC,1,0.49,Evening,EMI
48126.62,Fashion,Credit Card,32,54,3,29,5,3,1,SBI,1,0.09,Evening,Credit Card
25436.88,Electronics,EMI,12,11,27,22,28,1,0,HDFC,1,0.3,Afternoon,EMI
22589.58,Utilities,UPI,29,57,1,28,0,7,0,HDFC,1,0.01,Morning,EMI
3712.38,Grocery,Debit Card,45,8,7,25,10,3,0,Axis,0,0.34,Evening,Debit Card
28080.61,Travel,Debit Card,10,51,7,3,20,1,0,ICICI,1,0.05,Afternoon,UPI
21896.28,Electronics,Credit Card,43,14,27,23,7,6,0,ICICI,1,0.08,Night,EMI
48168.1,Utilities,Wallet,48,1,17,12,25,3,0,Axis,1,0.38,Night,EMI
13439.64,Travel,Credit Card,23,40,14,28,26,8,1,ICICI,1,0.2,Evening,Credit Card
47118.91,Grocery,Credit Card,36,9,19,5,8,6,0,Kotak,1,0.24,Night,EMI
40518.72,Electronics,EMI,59,26,8,10,29,8,0,SBI,1,0.13,Morning,EMI
35373.93,Electronics,EMI,47,44,2,3,28,0,0,ICICI,1,0.29,Morning,EMI
39507.2,Travel,Credit Card,31,29,16,11,12,6,0,SBI,1,0.34,Afternoon,EMI
23296.43,Fashion,Credit Card,19,16,21,6,6,4,0,SBI,1,0.29,Morning,EMI
2198.3,Utilities,Wallet,7,8,13,5,18,5,1,ICICI,0,0.46,Afternoon,Debit Card
42426.73,Fashion,Wallet,23,58,7,2,10,3,0,ICICI,1,0.24,Afternoon,EMI
4019.12,Fashion,EMI,5,38,23,19,23,5,0,Kotak,0,0.04,Afternoon,UPI
2078.62,Grocery,Debit Card,14,52,1,7,16,1,0,ICICI,0,0.04,Night,Debit Card
24216.27,Fashion,UPI,20,30,15,12,3,1,0,Kotak,1,0.1,Night,UPI
47345.84,Utilities,EMI,51,18,26,9,8,0,0,SBI,1,0.44,Morning,Debit Card
46053.71,Travel,Wallet,48,26,26,0,21,5,1,SBI,1,0.24,Evening,EMI
7777.52,Grocery,Debit Card,32,16,4,2,18,1,0,ICICI,0,0.07,Afternoon,UPI
2904.79,Utilities,EMI,32,7,29,15,25,3,1,ICICI,0,0.36,Evening,Credit Card
45175.74,Fashion,UPI,57,2,4,5,25,3,0,Axis,1,0.26,Evening,EMI
26505.02,Grocery,Debit Card,8,7,25,6,28,8,0,HDFC,1,0.34,Evening,EMI
33945.36,Grocery,EMI,21,45,29,20,9,4,0,Kotak,1,0.17,Evening,EMI
28826.89,Travel,Debit Card,52,26,14,26,20,8,1,Axis,1,0.18,Morning,Credit Card
31338.89,Grocery,EMI,36,4,19,12,11,9,0,Axis,1,0.39,Night,EMI
15680.59,Fashion,Debit Card,36,27,24,27,10,5,1,ICICI,1,0.37,Evening,Credit Card
3210.94,Travel,UPI,13,58,29,17,16,1,0,Axis,0,0.07,Night,UPI
43246.88,Fashion,UPI,6,27,26,21,7,9,0,SBI,1,0.38,Night,EMI
9134.12,Electronics,EMI,6,6,21,16,24,5,0,Kotak,0,0.49,Afternoon,Debit Card
12427.55,Electronics,UPI,16,34,14,4,3,9,0,Kotak,1,0.48,Evening,EMI
44333.14,Fashion,Credit Card,38,45,25,29,26,7,1,Kotak,1,0.27,Night,Credit Card
33227.66,Grocery,Debit Card,21,45,0,23,4,7,0,SBI,1,0.28,Night,EMI
15412.91,Utilities,EMI,29,25,12,5,2,4,0,Axis,1,0.31,Night,EMI
10784.38,Utilities,EMI,35,57,14,22,20,6,1,Kotak,1,0.18,Evening,Credit Card
48130.89,Utilities,UPI,51,14,16,18,2,1,0,Axis,1,0.13,Morning,UPI
14042.72,Utilities,UPI,36,10,8,4,10,5,0,Axis,1,0.24,Morning,EMI
41650.71,Electronics,Debit Card,49,29,15,0,2,9,0,Kotak,1,0.13,Night,EMI
47633.44,Electronics,UPI,36,26,6,29,23,1,0,HDFC,1,0.01,Afternoon,UPI
14273.22,Travel,Debit Card,11,2,4,3,14,4,0,Axis,1,0.37,Morning,EMI
42298.09,Fashion,Wallet,17,49,13,24,6,9,0,Axis,1,0.13,Evening,EMI
31049.25,Utilities,Wallet,51,0,17,20,13,7,1,SBI,1,0.32,Morning,Credit Card
43177.5,Fashion,UPI,6,28,28,16,4,1,1,Kotak,1,0.11,Night,Credit Card
40369.4,Electronics,UPI,25,4,15,7,12,9,0,Axis,1,0.45,Night,EMI
34618.85,Fashion,Debit Card,58,49,13,7,1,1,0,Kotak,1,0.43,Afternoon,Debit Card
36845.27,Grocery,Debit Card,51,9,28,16,23,7,0,ICICI,1,0.34,Evening,EMI
39870.81,Travel,Wallet,50,24,3,26,1,3,0,Kotak,1,0.14,Evening,EMI
30386.09,Electronics,Debit Card,46,45,10,14,23,5,0,SBI,1,0.19,Morning,EMI
5931.09,Fashion,Wallet,42,13,1,23,15,3,1,Axis,0,0.13,Afternoon,Credit Card
5002.93,Utilities,Debit Card,9,46,16,7,1,7,0,SBI,0,0.14,Morning,UPI
39910.21,Grocery,Debit Card,15,52,8,3,8,9,1,ICICI,1,0.36,Night,EMI
42123.54,Electronics,Wallet,27,21,19,10,25,3,1,Kotak,1,0.45,Afternoon,EMI
42959.45,Fashion,Wallet,33,30,9,6,29,5,0,HDFC,1,0.3,Evening,EMI
20260.05,Electronics,Credit Card,10,5,20,4,9,2,0,SBI,1,0.43,Morning,Debit Card
7414.73,Grocery,EMI,22,54,12,9,9,7,0,SBI,0,0.25,Night,EMI
14398.23,Utilities,Credit Card,31,23,3,9,0,1,1,Axis,1,0.2,Evening,Credit Card
46852.68,Travel,UPI,58,30,10,19,25,2,0,Axis,1,0.47,Afternoon,Debit Card
18935.26,Travel,Debit Card,5,6,0,5,2,6,0,Kotak,1,0.18,Afternoon,EMI
17770.03,Utilities,EMI,10,7,18,23,22,4,0,HDFC,1,0.0,Night,EMI
20940.42,Grocery,Debit Card,51,36,1,1,1,9,0,Kotak,1,0.17,Evening,EMI
15224.21,Grocery,UPI,49,2,29,18,15,9,0,HDFC,1,0.28,Morning,EMI
10395.16,Electronics,Credit Card,58,23,18,22,4,8,1,Axis,1,0.1,Night,Credit Card
41763.12,Travel,Debit Card,3,14,16,19,11,0,0,HDFC,1,0.02,Afternoon,Debit Card
12989.16,Electronics,Debit Card,5,10,25,27,12,5,0,Kotak,1,0.29,Evening,EMI
40914.41,Grocery,Wallet,51,12,19,22,3,9,1,Axis,1,0.31,Evening,Credit Card
904.28,Travel,Wallet,14,29,25,29,4,9,1,Axis,0,0.0,Morning,Credit Card
20731.02,Grocery,Wallet,57,14,12,20,2,2,1,SBI,1,0.45,Night,Credit Card
10834.12,Grocery,UPI,55,7,9,22,1,9,0,ICICI,1,0.24,Night,EMI
21514.51,Grocery,Debit Card,20,41,3,2,6,6,0,SBI,1,0.05,Evening,EMI
5876.34,Grocery,EMI,1,15,19,0,5,5,0,SBI,0,0.45,Night,Debit Card
